Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001769.1	Chromosome		NW_024606629.1	unplaced-scaffold	10104		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001770.1	Chromosome		NW_024604070.1	unplaced-scaffold	2621		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001771.1	Chromosome		NW_024605096.1	unplaced-scaffold	4158		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001774.1	Chromosome		NW_024604341.1	unplaced-scaffold	3096		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001775.1	Chromosome		NW_024604706.1	unplaced-scaffold	3680		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001776.1	Chromosome		NW_024604338.1	unplaced-scaffold	3094		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001777.1	Chromosome		NW_024606391.1	unplaced-scaffold	8223		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001778.1	Chromosome		NW_024604822.1	unplaced-scaffold	3844		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001779.1	Chromosome		NW_024605684.1	unplaced-scaffold	5238		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001780.1	Chromosome		NW_024608321.1	unplaced-scaffold	57549		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001781.1	Chromosome		NW_024605589.1	unplaced-scaffold	4997		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001782.1	Chromosome		NW_024606326.1	unplaced-scaffold	7853		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001783.1	Chromosome		NW_024608457.1	unplaced-scaffold	63377		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001784.1	Chromosome		NW_024604584.1	unplaced-scaffold	3522		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001786.1	Chromosome		NW_024607745.1	unplaced-scaffold	35762		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001788.1	Chromosome		NW_024604637.1	unplaced-scaffold	3585		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001789.1	Chromosome		NW_024608866.1	unplaced-scaffold	86970		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001790.1	Chromosome		NW_024605636.1	unplaced-scaffold	5121		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001792.1	Chromosome		NW_024606013.1	unplaced-scaffold	6359		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001793.1	Chromosome		NW_024602942.1	unplaced-scaffold	935		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001794.1	Chromosome		NW_024603540.1	unplaced-scaffold	1674		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001795.1	Chromosome		NW_024607797.1	unplaced-scaffold	37375		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001796.1	Chromosome		NW_024606365.1	unplaced-scaffold	8092		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001797.1	Chromosome		NW_024602489.1	unplaced-scaffold	599		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001799.1	Chromosome		NW_024602714.1	unplaced-scaffold	748		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001800.1	Chromosome		NW_024608830.1	unplaced-scaffold	84115		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001801.1	Chromosome		NW_024606923.1	unplaced-scaffold	13891		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001802.1	Chromosome		NW_024607296.1	unplaced-scaffold	22515		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001803.1	Chromosome		NW_024606568.1	unplaced-scaffold	9540		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001804.1	Chromosome		NW_024605975.1	unplaced-scaffold	6259		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001805.1	Chromosome		NW_024605766.1	unplaced-scaffold	5471		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001807.1	Chromosome		NW_024607142.1	unplaced-scaffold	18666		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001808.1	Chromosome		NW_024608251.1	unplaced-scaffold	55082		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001809.1	Chromosome		NW_024605749.1	unplaced-scaffold	5431		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001810.1	Chromosome		NW_024603447.1	unplaced-scaffold	1540		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001811.1	Chromosome		NW_024606668.1	unplaced-scaffold	10490		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001813.1	Chromosome		NW_024607153.1	unplaced-scaffold	18873		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001814.1	Chromosome		NW_024602622.1	unplaced-scaffold	682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001815.1	Chromosome		NW_024604249.1	unplaced-scaffold	2915		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001816.1	Chromosome		NW_024603265.1	unplaced-scaffold	1297		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001817.1	Chromosome		NW_024602244.1	unplaced-scaffold	426		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001818.1	Chromosome		NW_024605704.1	unplaced-scaffold	5300		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001819.1	Chromosome		NW_024606593.1	unplaced-scaffold	9762		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001820.1	Chromosome		NW_024604152.1	unplaced-scaffold	2739		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001821.1	Chromosome		NW_024604360.1	unplaced-scaffold	3137		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001823.1	Chromosome		NW_024605117.1	unplaced-scaffold	4186		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001824.1	Chromosome		NW_024603441.1	unplaced-scaffold	1536		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001825.1	Chromosome		NW_024609417.1	unplaced-scaffold	165402		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001826.1	Chromosome		NW_024605046.1	unplaced-scaffold	4099		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001827.1	Chromosome		NW_024603365.1	unplaced-scaffold	1442		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001828.1	Chromosome		NW_024603195.1	unplaced-scaffold	1223		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001829.1	Chromosome		NW_024602728.1	unplaced-scaffold	760		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001830.1	Chromosome		NW_024608236.1	unplaced-scaffold	54597		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001831.1	Chromosome		NW_024606948.1	unplaced-scaffold	14335		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001832.1	Chromosome		NW_024603468.1	unplaced-scaffold	1572		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001833.1	Chromosome		NW_024606666.1	unplaced-scaffold	10416		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001834.1	Chromosome		NW_024604434.1	unplaced-scaffold	3273		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001835.1	Chromosome		NW_024604877.1	unplaced-scaffold	3915		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001836.1	Chromosome		NW_024606021.1	unplaced-scaffold	6394		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001837.1	Chromosome		NW_024607749.1	unplaced-scaffold	35816		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001838.1	Chromosome		NW_024608599.1	unplaced-scaffold	69425		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001839.1	Chromosome		NW_024603356.1	unplaced-scaffold	1430		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001842.1	Chromosome		NW_024607766.1	unplaced-scaffold	36317		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001843.1	Chromosome		NW_024605797.1	unplaced-scaffold	5587		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001844.1	Chromosome		NW_024608607.1	unplaced-scaffold	69708		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001845.1	Chromosome		NW_024602973.1	unplaced-scaffold	978		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001846.1	Chromosome		NW_024609660.1	unplaced-scaffold	291910		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001847.1	Chromosome		NW_024606280.1	unplaced-scaffold	7575		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001848.1	Chromosome		NW_024603779.1	unplaced-scaffold	2081		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001849.1	Chromosome		NW_024607548.1	unplaced-scaffold	29387		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001850.1	Chromosome		NW_024608127.1	unplaced-scaffold	50084		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001851.1	Chromosome		NW_024604614.1	unplaced-scaffold	3557		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001852.1	Chromosome		NW_024605546.1	unplaced-scaffold	4902		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001853.1	Chromosome		NW_024607147.1	unplaced-scaffold	18688		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001854.1	Chromosome		NW_024606173.1	unplaced-scaffold	7020		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001855.1	Chromosome		NW_024602595.1	unplaced-scaffold	659		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001856.1	Chromosome		NW_024608961.1	unplaced-scaffold	93502		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001857.1	Chromosome		NW_024605405.1	unplaced-scaffold	4623		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001858.1	Chromosome		NW_024603711.1	unplaced-scaffold	1959		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001862.1	Chromosome		NW_024607213.1	unplaced-scaffold	20420		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001863.1	Chromosome		NW_024604901.1	unplaced-scaffold	3947		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001866.1	Chromosome		NW_024604182.1	unplaced-scaffold	2784		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001867.1	Chromosome		NW_024608629.1	unplaced-scaffold	70789		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001868.1	Chromosome		NW_024603028.1	unplaced-scaffold	1055		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001869.1	Chromosome		NW_024607251.1	unplaced-scaffold	21417		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001870.1	Chromosome		NW_024606428.1	unplaced-scaffold	8460		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001871.1	Chromosome		NW_024607619.1	unplaced-scaffold	31934		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001872.1	Chromosome		NW_024602278.1	unplaced-scaffold	486		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001873.1	Chromosome		NW_024605353.1	unplaced-scaffold	4528		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001875.1	Chromosome		NW_024604909.1	unplaced-scaffold	3959		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001876.1	Chromosome		NW_024608506.1	unplaced-scaffold	65128		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001877.1	Chromosome		NW_024603733.1	unplaced-scaffold	2004		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001878.1	Chromosome		NW_024605875.1	unplaced-scaffold	5853		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001879.1	Chromosome		NW_024604107.1	unplaced-scaffold	2676		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001880.1	Chromosome		NW_024604309.1	unplaced-scaffold	3041		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001881.1	Chromosome		NW_024605604.1	unplaced-scaffold	5027		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001882.1	Chromosome		NW_024604431.1	unplaced-scaffold	3269		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001883.1	Chromosome		NW_024608475.1	unplaced-scaffold	63894		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001884.1	Chromosome		NW_024604075.1	unplaced-scaffold	2626		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001885.1	Chromosome		NW_024606088.1	unplaced-scaffold	6644		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001886.1	Chromosome		NW_024604197.1	unplaced-scaffold	2813		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001887.1	Chromosome		NW_024603645.1	unplaced-scaffold	1833		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001888.1	Chromosome		NW_024608753.1	unplaced-scaffold	78916		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001889.1	Chromosome		NW_024604753.1	unplaced-scaffold	3736		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001890.1	Chromosome		NW_024608604.1	unplaced-scaffold	69603		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001891.1	Chromosome		NW_024604925.1	unplaced-scaffold	3974		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001892.1	Chromosome		NW_024604112.1	unplaced-scaffold	2682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001893.1	Chromosome		NW_024607472.1	unplaced-scaffold	27169		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001894.1	Chromosome		NW_024605978.1	unplaced-scaffold	6263		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001895.1	Chromosome		NW_024607918.1	unplaced-scaffold	41963		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001896.1	Chromosome		NW_024608329.1	unplaced-scaffold	57894		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001897.1	Chromosome		NW_024606210.1	unplaced-scaffold	7218		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001898.1	Chromosome		NW_024602472.1	unplaced-scaffold	591		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001900.1	Chromosome		NW_024607598.1	unplaced-scaffold	31309		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001901.1	Chromosome		NW_024603865.1	unplaced-scaffold	2250		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001902.1	Chromosome		NW_024602316.1	unplaced-scaffold	514		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001903.1	Chromosome		NW_024607330.1	unplaced-scaffold	23273		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001904.1	Chromosome		NW_024605415.1	unplaced-scaffold	4634		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001907.1	Chromosome		NW_024603755.1	unplaced-scaffold	2039		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001909.1	Chromosome		NW_024609541.1	unplaced-scaffold	213720		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001911.1	Chromosome		NW_024609247.1	unplaced-scaffold	127448		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001914.1	Chromosome		NW_024609752.1	unplaced-scaffold	394884		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001915.1	Chromosome		NW_024607618.1	unplaced-scaffold	31914		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001916.1	Chromosome		NW_024609224.1	unplaced-scaffold	124465		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001917.1	Chromosome		NW_024608384.1	unplaced-scaffold	60288		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001918.1	Chromosome		NW_024606904.1	unplaced-scaffold	13577		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001919.1	Chromosome		NW_024607110.1	unplaced-scaffold	17857		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001920.1	Chromosome		NW_024609095.1	unplaced-scaffold	107418		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001921.1	Chromosome		NW_024605432.1	unplaced-scaffold	4670		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001922.1	Chromosome		NW_024609393.1	unplaced-scaffold	159510		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001924.1	Chromosome		NW_024608603.1	unplaced-scaffold	69537		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001925.1	Chromosome		NW_024606637.1	unplaced-scaffold	10164		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001926.1	Chromosome		NW_024609138.1	unplaced-scaffold	113024		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001927.1	Chromosome		NW_024604480.1	unplaced-scaffold	3362		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001928.1	Chromosome		NW_024608183.1	unplaced-scaffold	52476		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001931.1	Chromosome		NW_024606670.1	unplaced-scaffold	10505		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001932.1	Chromosome		NW_024606094.1	unplaced-scaffold	6657		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001933.1	Chromosome		NW_024604332.1	unplaced-scaffold	3081		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001934.1	Chromosome		NW_024603957.1	unplaced-scaffold	2420		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001935.1	Chromosome		NW_024608492.1	unplaced-scaffold	64687		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001937.1	Chromosome		NW_024608593.1	unplaced-scaffold	69197		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001938.1	Chromosome		NW_024609161.1	unplaced-scaffold	114981		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001939.1	Chromosome		NW_024609154.1	unplaced-scaffold	114773		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001940.1	Chromosome		NW_024608933.1	unplaced-scaffold	91503		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001943.1	Chromosome		NW_024606903.1	unplaced-scaffold	13569		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001944.1	Chromosome		NW_024604220.1	unplaced-scaffold	2857		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001945.1	Chromosome		NW_024608146.1	unplaced-scaffold	50727		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001947.1	Chromosome		NW_024606831.1	unplaced-scaffold	12555		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001950.1	Chromosome		NW_024608455.1	unplaced-scaffold	63364		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001951.1	Chromosome		NW_024609375.1	unplaced-scaffold	155289		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001952.1	Chromosome		NW_024608790.1	unplaced-scaffold	81085		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001953.1	Chromosome		NW_024606271.1	unplaced-scaffold	7538		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001954.1	Chromosome		NW_024607555.1	unplaced-scaffold	29720		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001956.1	Chromosome		NW_024606402.1	unplaced-scaffold	8281		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001957.1	Chromosome		NW_024602911.1	unplaced-scaffold	914		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001958.1	Chromosome		NW_024607907.1	unplaced-scaffold	41493		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001959.1	Chromosome		NW_024604268.1	unplaced-scaffold	2944		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001961.1	Chromosome		NW_024605666.1	unplaced-scaffold	5202		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001963.1	Chromosome		NW_024603459.1	unplaced-scaffold	1557		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001964.1	Chromosome		NW_024602544.1	unplaced-scaffold	633		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001965.1	Chromosome		NW_024608122.1	unplaced-scaffold	49840		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001967.1	Chromosome		NW_024602421.1	unplaced-scaffold	562		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001968.1	Chromosome		NW_024602209.1	unplaced-scaffold	260		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001969.1	Chromosome		NW_024603931.1	unplaced-scaffold	2370		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001970.1	Chromosome		NW_024605782.1	unplaced-scaffold	5535		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001971.1	Chromosome		NW_024607651.1	unplaced-scaffold	32809		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001972.1	Chromosome		NW_024604835.1	unplaced-scaffold	3866		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001973.1	Chromosome		NW_024602664.1	unplaced-scaffold	716		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001974.1	Chromosome		NW_024606768.1	unplaced-scaffold	11793		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001975.1	Chromosome		NW_024603012.1	unplaced-scaffold	1035		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001976.1	Chromosome		NW_024602210.1	unplaced-scaffold	276		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001977.1	Chromosome		NW_024609494.1	unplaced-scaffold	192901		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001978.1	Chromosome		NW_024604677.1	unplaced-scaffold	3637		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001979.1	Chromosome		NW_024607099.1	unplaced-scaffold	17670		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001980.1	Chromosome		NW_024605923.1	unplaced-scaffold	6039		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001981.1	Chromosome		NW_024609544.1	unplaced-scaffold	214191		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001983.1	Chromosome		NW_024603809.1	unplaced-scaffold	2134		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001984.1	Chromosome		NW_024607283.1	unplaced-scaffold	21998		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001985.1	Chromosome		NW_024608788.1	unplaced-scaffold	80906		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001986.1	Chromosome		NW_024602760.1	unplaced-scaffold	786		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001987.1	Chromosome		NW_024603450.1	unplaced-scaffold	1542		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001988.1	Chromosome		NW_024602317.1	unplaced-scaffold	514		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001989.1	Chromosome		NW_024602288.1	unplaced-scaffold	496		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001990.1	Chromosome		NW_024605003.1	unplaced-scaffold	4056		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001991.1	Chromosome		NW_024603629.1	unplaced-scaffold	1809		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001993.1	Chromosome		NW_024605913.1	unplaced-scaffold	6001		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001994.1	Chromosome		NW_024606389.1	unplaced-scaffold	8204		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010001995.1	Chromosome		NW_024608675.1	unplaced-scaffold	73885		
